0.00.018.917 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.019.099 I srv          init: The UI is disabled
0.00.019.103 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.032.195 I srv    load_model: loading model './models/qwen2.5-1.5b-instruct-q4_k_m.gguf'
0.00.429.013 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.01.201.173 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.01.207.069 I srv  llama_server: model loaded
0.01.207.092 I srv  llama_server: listening on http://127.0.0.1:8081
2.17.571.887 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
418.32.547.191 I slot print_timing: id  3 | task 2157 |    graphs reused =       1957
418.32.547.234 I slot      release: id  3 | task 2157 | stop processing: n_tokens = 372, truncated = 0
418.32.577.360 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.633 (> 0.100 thold), f_keep = 0.589
418.32.577.614 I slot launch_slot_: id  3 | task 2188 | processing task, is_child = 0
418.34.715.019 I slot print_timing: id  3 | task 2188 | prompt eval time =    1023.82 ms /   346 tokens (    2.96 ms per token,   337.95 tokens per second)
418.34.715.029 I slot print_timing: id  3 | task 2188 |        eval time =    1113.53 ms /    35 tokens (   31.82 ms per token,    31.43 tokens per second)
418.34.715.031 I slot print_timing: id  3 | task 2188 |       total time =    2137.35 ms /   381 tokens
418.34.715.032 I slot print_timing: id  3 | task 2188 |    graphs reused =       1990
418.34.715.073 I slot      release: id  3 | task 2188 | stop processing: n_tokens = 380, truncated = 0
418.34.741.591 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.628 (> 0.100 thold), f_keep = 0.576
418.34.741.807 I slot launch_slot_: id  3 | task 2225 | processing task, is_child = 0
418.36.966.922 I slot print_timing: id  3 | task 2225 | prompt eval time =    1036.96 ms /   349 tokens (    2.97 ms per token,   336.56 tokens per second)
418.36.966.931 I slot print_timing: id  3 | task 2225 |        eval time =    1188.10 ms /    37 tokens (   32.11 ms per token,    31.14 tokens per second)
418.36.966.932 I slot print_timing: id  3 | task 2225 |       total time =    2225.06 ms /   386 tokens
418.36.966.934 I slot print_timing: id  3 | task 2225 |    graphs reused =       2025
418.36.966.977 I slot      release: id  3 | task 2225 | stop processing: n_tokens = 385, truncated = 0
418.36.972.853 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.636 (> 0.100 thold), f_keep = 0.577
418.36.973.099 I slot launch_slot_: id  3 | task 2264 | processing task, is_child = 0
418.38.947.593 I slot print_timing: id  3 | task 2264 | prompt eval time =    1058.59 ms /   349 tokens (    3.03 ms per token,   329.68 tokens per second)
418.38.947.603 I slot print_timing: id  3 | task 2264 |        eval time =     915.85 ms /    29 tokens (   31.58 ms per token,    31.66 tokens per second)
418.38.947.605 I slot print_timing: id  3 | task 2264 |       total time =    1974.44 ms /   378 tokens
418.38.947.605 I slot print_timing: id  3 | task 2264 |    graphs reused =       2052
418.38.947.650 I slot      release: id  3 | task 2264 | stop processing: n_tokens = 377, truncated = 0
418.38.974.754 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.640 (> 0.100 thold), f_keep = 0.589
418.38.974.947 I slot launch_slot_: id  3 | task 2295 | processing task, is_child = 0
418.41.129.438 I slot print_timing: id  3 | task 2295 | prompt eval time =    1015.04 ms /   347 tokens (    2.93 ms per token,   341.86 tokens per second)
418.41.129.450 I slot print_timing: id  3 | task 2295 |        eval time =    1139.40 ms /    36 tokens (   31.65 ms per token,    31.60 tokens per second)
418.41.129.451 I slot print_timing: id  3 | task 2295 |       total time =    2154.44 ms /   383 tokens
418.41.129.452 I slot print_timing: id  3 | task 2295 |    graphs reused =       2086
418.41.129.495 I slot      release: id  3 | task 2295 | stop processing: n_tokens = 382, truncated = 0
418.41.135.258 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.619 (> 0.100 thold), f_keep = 0.573
418.41.135.468 I slot launch_slot_: id  3 | task 2333 | processing task, is_child = 0
418.43.428.179 I slot print_timing: id  3 | task 2333 | prompt eval time =    1048.29 ms /   354 tokens (    2.96 ms per token,   337.69 tokens per second)
418.43.428.190 I slot print_timing: id  3 | task 2333 |        eval time =    1244.37 ms /    39 tokens (   31.91 ms per token,    31.34 tokens per second)
418.43.428.191 I slot print_timing: id  3 | task 2333 |       total time =    2292.66 ms /   393 tokens
418.43.428.192 I slot print_timing: id  3 | task 2333 |    graphs reused =       2123
418.43.428.235 I slot      release: id  3 | task 2333 | stop processing: n_tokens = 392, truncated = 0
418.43.446.993 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.755 (> 0.100 thold), f_keep = 0.559
418.43.447.237 I slot launch_slot_: id  3 | task 2374 | processing task, is_child = 0
418.45.161.120 I slot print_timing: id  3 | task 2374 | prompt eval time =     867.92 ms /   290 tokens (    2.99 ms per token,   334.13 tokens per second)
418.45.161.131 I slot print_timing: id  3 | task 2374 |        eval time =     845.92 ms /    27 tokens (   31.33 ms per token,    31.92 tokens per second)
418.45.161.132 I slot print_timing: id  3 | task 2374 |       total time =    1713.84 ms /   317 tokens
418.45.161.137 I slot print_timing: id  3 | task 2374 |    graphs reused =       2148
418.45.161.177 I slot      release: id  3 | task 2374 | stop processing: n_tokens = 316, truncated = 0
418.45.166.922 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.734 (> 0.100 thold), f_keep = 0.699
418.45.167.150 I slot launch_slot_: id  3 | task 2403 | processing task, is_child = 0
418.47.699.228 I slot print_timing: id  3 | task 2403 | prompt eval time =     893.11 ms /   301 tokens (    2.97 ms per token,   337.02 tokens per second)
418.47.699.239 I slot print_timing: id  3 | task 2403 |        eval time =    1638.91 ms /    51 tokens (   32.14 ms per token,    31.12 tokens per second)
418.47.699.240 I slot print_timing: id  3 | task 2403 |       total time =    2532.02 ms /   352 tokens
418.47.699.241 I slot print_timing: id  3 | task 2403 |    graphs reused =       2197
418.47.699.284 I slot      release: id  3 | task 2403 | stop processing: n_tokens = 351, truncated = 0
418.47.728.948 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.700 (> 0.100 thold), f_keep = 0.624
418.47.729.141 I slot launch_slot_: id  3 | task 2456 | processing task, is_child = 0
418.49.791.979 I slot print_timing: id  3 | task 2456 | prompt eval time =     919.35 ms /   313 tokens (    2.94 ms per token,   340.46 tokens per second)
418.49.791.990 I slot print_timing: id  3 | task 2456 |        eval time =    1143.44 ms /    36 tokens (   31.76 ms per token,    31.48 tokens per second)
418.49.791.991 I slot print_timing: id  3 | task 2456 |       total time =    2062.79 ms /   349 tokens
418.49.791.992 I slot print_timing: id  3 | task 2456 |    graphs reused =       2231
418.49.792.034 I slot      release: id  3 | task 2456 | stop processing: n_tokens = 348, truncated = 0
418.49.797.725 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.693 (> 0.100 thold), f_keep = 0.629
418.49.797.911 I slot launch_slot_: id  3 | task 2494 | processing task, is_child = 0
418.52.108.164 I slot print_timing: id  3 | task 2494 | prompt eval time =     938.71 ms /   316 tokens (    2.97 ms per token,   336.63 tokens per second)
418.52.108.173 I slot print_timing: id  3 | task 2494 |        eval time =    1371.49 ms /    43 tokens (   31.90 ms per token,    31.35 tokens per second)
418.52.108.174 I slot print_timing: id  3 | task 2494 |       total time =    2310.20 ms /   359 tokens
418.52.108.175 I slot print_timing: id  3 | task 2494 |    graphs reused =       2272
418.52.108.215 I slot      release: id  3 | task 2494 | stop processing: n_tokens = 358, truncated = 0
418.52.128.536 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.693 (> 0.100 thold), f_keep = 0.612
418.52.128.762 I slot launch_slot_: id  3 | task 2539 | processing task, is_child = 0
418.54.277.652 I slot print_timing: id  3 | task 2539 | prompt eval time =     930.85 ms /   316 tokens (    2.95 ms per token,   339.47 tokens per second)
418.54.277.663 I slot print_timing: id  3 | task 2539 |        eval time =    1217.98 ms /    38 tokens (   32.05 ms per token,    31.20 tokens per second)
418.54.277.664 I slot print_timing: id  3 | task 2539 |       total time =    2148.84 ms /   354 tokens
418.54.277.665 I slot print_timing: id  3 | task 2539 |    graphs reused =       2308
418.54.277.705 I slot      release: id  3 | task 2539 | stop processing: n_tokens = 353, truncated = 0
418.54.283.446 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.682 (> 0.100 thold), f_keep = 0.620
418.54.283.657 I slot launch_slot_: id  3 | task 2579 | processing task, is_child = 0
418.56.316.122 I slot print_timing: id  3 | task 2579 | prompt eval time =     954.52 ms /   321 tokens (    2.97 ms per token,   336.30 tokens per second)
418.56.316.134 I slot print_timing: id  3 | task 2579 |        eval time =    1077.90 ms /    34 tokens (   31.70 ms per token,    31.54 tokens per second)
418.56.316.135 I slot print_timing: id  3 | task 2579 |       total time =    2032.42 ms /   355 tokens
418.56.316.136 I slot print_timing: id  3 | task 2579 |    graphs reused =       2340
418.56.316.173 I slot      release: id  3 | task 2579 | stop processing: n_tokens = 354, truncated = 0
418.56.322.001 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.747 (> 0.100 thold), f_keep = 0.619
418.56.322.201 I slot launch_slot_: id  3 | task 2615 | processing task, is_child = 0
418.58.276.850 I slot print_timing: id  3 | task 2615 | prompt eval time =     873.74 ms /   293 tokens (    2.98 ms per token,   335.34 tokens per second)
418.58.276.862 I slot print_timing: id  3 | task 2615 |        eval time =    1080.86 ms /    34 tokens (   31.79 ms per token,    31.46 tokens per second)
418.58.276.863 I slot print_timing: id  3 | task 2615 |       total time =    1954.60 ms /   327 tokens
418.58.276.864 I slot print_timing: id  3 | task 2615 |    graphs reused =       2372
418.58.276.904 I slot      release: id  3 | task 2615 | stop processing: n_tokens = 326, truncated = 0
418.58.292.686 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.747 (> 0.100 thold), f_keep = 0.672
418.58.292.918 I slot launch_slot_: id  3 | task 2651 | processing task, is_child = 0
419.00.048.207 I slot print_timing: id  3 | task 2651 | prompt eval time =     867.53 ms /   293 tokens (    2.96 ms per token,   337.74 tokens per second)
419.00.048.219 I slot print_timing: id  3 | task 2651 |        eval time =     887.71 ms /    28 tokens (   31.70 ms per token,    31.54 tokens per second)
419.00.048.220 I slot print_timing: id  3 | task 2651 |       total time =    1755.24 ms /   321 tokens
419.00.048.221 I slot print_timing: id  3 | task 2651 |    graphs reused =       2398
419.00.048.261 I slot      release: id  3 | task 2651 | stop processing: n_tokens = 320, truncated = 0
419.00.077.614 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.755 (> 0.100 thold), f_keep = 0.684
419.00.077.841 I slot launch_slot_: id  3 | task 2681 | processing task, is_child = 0
419.01.998.513 I slot print_timing: id  3 | task 2681 | prompt eval time =     867.33 ms /   290 tokens (    2.99 ms per token,   334.36 tokens per second)
419.01.998.522 I slot print_timing: id  3 | task 2681 |        eval time =    1053.30 ms /    33 tokens (   31.92 ms per token,    31.33 tokens per second)
419.01.998.523 I slot print_timing: id  3 | task 2681 |       total time =    1920.62 ms /   323 tokens
419.01.998.525 I slot print_timing: id  3 | task 2681 |    graphs reused =       2429
419.01.998.564 I slot      release: id  3 | task 2681 | stop processing: n_tokens = 322, truncated = 0
419.02.004.254 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.777 (> 0.100 thold), f_keep = 0.680
419.02.004.469 I slot launch_slot_: id  3 | task 2716 | processing task, is_child = 0
419.03.637.749 I slot print_timing: id  3 | task 2716 | prompt eval time =     850.38 ms /   282 tokens (    3.02 ms per token,   331.61 tokens per second)
419.03.637.759 I slot print_timing: id  3 | task 2716 |        eval time =     782.85 ms /    25 tokens (   31.31 ms per token,    31.93 tokens per second)
419.03.637.761 I slot print_timing: id  3 | task 2716 |       total time =    1633.23 ms /   307 tokens
419.03.637.762 I slot print_timing: id  3 | task 2716 |    graphs reused =       2452
419.03.637.801 I slot      release: id  3 | task 2716 | stop processing: n_tokens = 306, truncated = 0
419.03.646.366 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.678 (> 0.100 thold), f_keep = 0.716
419.03.646.741 I slot launch_slot_: id  3 | task 2743 | processing task, is_child = 0
419.05.481.046 I slot print_timing: id  3 | task 2743 | prompt eval time =     948.19 ms /   323 tokens (    2.94 ms per token,   340.65 tokens per second)
419.05.481.054 I slot print_timing: id  3 | task 2743 |        eval time =     886.07 ms /    28 tokens (   31.65 ms per token,    31.60 tokens per second)
419.05.481.055 I slot print_timing: id  3 | task 2743 |       total time =    1834.26 ms /   351 tokens
419.05.481.056 I slot print_timing: id  3 | task 2743 |    graphs reused =       2478
419.05.481.103 I slot      release: id  3 | task 2743 | stop processing: n_tokens = 350, truncated = 0
419.05.503.621 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.680 (> 0.100 thold), f_keep = 0.626
419.05.503.932 I slot launch_slot_: id  3 | task 2773 | processing task, is_child = 0
419.07.570.128 I slot print_timing: id  3 | task 2773 | prompt eval time =     954.48 ms /   322 tokens (    2.96 ms per token,   337.36 tokens per second)
419.07.570.138 I slot print_timing: id  3 | task 2773 |        eval time =    1111.67 ms /    35 tokens (   31.76 ms per token,    31.48 tokens per second)
419.07.570.139 I slot print_timing: id  3 | task 2773 |       total time =    2066.15 ms /   357 tokens
419.07.570.140 I slot print_timing: id  3 | task 2773 |    graphs reused =       2511
419.07.570.189 I slot      release: id  3 | task 2773 | stop processing: n_tokens = 356, truncated = 0
419.07.596.444 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.678 (> 0.100 thold), f_keep = 0.615
419.07.596.801 I slot launch_slot_: id  3 | task 2810 | processing task, is_child = 0
419.09.493.559 I slot print_timing: id  3 | task 2810 | prompt eval time =     949.31 ms /   323 tokens (    2.94 ms per token,   340.25 tokens per second)
419.09.493.569 I slot print_timing: id  3 | task 2810 |        eval time =     947.40 ms /    30 tokens (   31.58 ms per token,    31.67 tokens per second)
419.09.493.570 I slot print_timing: id  3 | task 2810 |       total time =    1896.71 ms /   353 tokens
419.09.493.571 I slot print_timing: id  3 | task 2810 |    graphs reused =       2539
419.09.493.617 I slot      release: id  3 | task 2810 | stop processing: n_tokens = 352, truncated = 0
419.09.500.271 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.680 (> 0.100 thold), f_keep = 0.622
419.09.500.594 I slot launch_slot_: id  3 | task 2842 | processing task, is_child = 0
419.11.600.624 I slot print_timing: id  3 | task 2842 | prompt eval time =     954.36 ms /   322 tokens (    2.96 ms per token,   337.40 tokens per second)
419.11.600.634 I slot print_timing: id  3 | task 2842 |        eval time =    1145.63 ms /    36 tokens (   31.82 ms per token,    31.42 tokens per second)
419.11.600.635 I slot print_timing: id  3 | task 2842 |       total time =    2099.98 ms /   358 tokens
419.11.600.636 I slot print_timing: id  3 | task 2842 |    graphs reused =       2573
419.11.600.681 I slot      release: id  3 | task 2842 | stop processing: n_tokens = 357, truncated = 0
419.11.607.207 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.648 (> 0.100 thold), f_keep = 0.613
419.11.607.553 I slot launch_slot_: id  3 | task 2880 | processing task, is_child = 0
419.13.848.895 I slot print_timing: id  3 | task 2880 | prompt eval time =    1003.68 ms /   338 tokens (    2.97 ms per token,   336.76 tokens per second)
419.13.848.905 I slot print_timing: id  3 | task 2880 |        eval time =    1237.61 ms /    39 tokens (   31.73 ms per token,    31.51 tokens per second)
419.13.848.906 I slot print_timing: id  3 | task 2880 |       total time =    2241.29 ms /   377 tokens
419.13.848.907 I slot print_timing: id  3 | task 2880 |    graphs reused =       2610
419.13.848.955 I slot      release: id  3 | task 2880 | stop processing: n_tokens = 376, truncated = 0
419.13.870.766 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.644 (> 0.100 thold), f_keep = 0.582
419.13.871.136 I slot launch_slot_: id  3 | task 2921 | processing task, is_child = 0
419.16.043.464 I slot print_timing: id  3 | task 2921 | prompt eval time =     999.20 ms /   340 tokens (    2.94 ms per token,   340.27 tokens per second)
419.16.043.474 I slot print_timing: id  3 | task 2921 |        eval time =    1173.08 ms /    37 tokens (   31.70 ms per token,    31.54 tokens per second)
419.16.043.475 I slot print_timing: id  3 | task 2921 |       total time =    2172.28 ms /   377 tokens
419.16.043.476 I slot print_timing: id  3 | task 2921 |    graphs reused =       2645
419.16.043.525 I slot      release: id  3 | task 2921 | stop processing: n_tokens = 376, truncated = 0
419.16.070.975 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.644 (> 0.100 thold), f_keep = 0.582
419.16.071.346 I slot launch_slot_: id  3 | task 2960 | processing task, is_child = 0
419.18.582.421 I slot print_timing: id  3 | task 2960 | prompt eval time =    1011.05 ms /   340 tokens (    2.97 ms per token,   336.28 tokens per second)
419.18.582.432 I slot print_timing: id  3 | task 2960 |        eval time =    1499.97 ms /    47 tokens (   31.91 ms per token,    31.33 tokens per second)
419.18.582.433 I slot print_timing: id  3 | task 2960 |       total time =    2511.02 ms /   387 tokens
419.18.582.434 I slot print_timing: id  3 | task 2960 |    graphs reused =       2690
419.18.582.484 I slot      release: id  3 | task 2960 | stop processing: n_tokens = 386, truncated = 0
419.18.589.219 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.691 (> 0.100 thold), f_keep = 0.567
419.18.589.562 I slot launch_slot_: id  3 | task 3009 | processing task, is_child = 0
419.20.640.364 I slot print_timing: id  3 | task 3009 | prompt eval time =     937.14 ms /   317 tokens (    2.96 ms per token,   338.26 tokens per second)
419.20.640.376 I slot print_timing: id  3 | task 3009 |        eval time =    1113.62 ms /    35 tokens (   31.82 ms per token,    31.43 tokens per second)
419.20.640.377 I slot print_timing: id  3 | task 3009 |       total time =    2050.75 ms /   352 tokens
419.20.640.378 I slot print_timing: id  3 | task 3009 |    graphs reused =       2723
419.20.640.436 I slot      release: id  3 | task 3009 | stop processing: n_tokens = 351, truncated = 0
419.20.661.124 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.691 (> 0.100 thold), f_keep = 0.624
419.20.661.480 I slot launch_slot_: id  3 | task 3046 | processing task, is_child = 0
419.22.515.756 I slot print_timing: id  3 | task 3046 | prompt eval time =     937.49 ms /   317 tokens (    2.96 ms per token,   338.14 tokens per second)
419.22.515.769 I slot print_timing: id  3 | task 3046 |        eval time =     916.74 ms /    29 tokens (   31.61 ms per token,    31.63 tokens per second)
419.22.515.770 I slot print_timing: id  3 | task 3046 |       total time =    1854.23 ms /   346 tokens
419.22.515.770 I slot print_timing: id  3 | task 3046 |    graphs reused =       2750
419.22.515.816 I slot      release: id  3 | task 3046 | stop processing: n_tokens = 345, truncated = 0
419.22.522.315 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.735 (> 0.100 thold), f_keep = 0.635
419.22.522.635 I slot launch_slot_: id  3 | task 3077 | processing task, is_child = 0
419.24.537.414 I slot print_timing: id  3 | task 3077 | prompt eval time =     888.05 ms /   298 tokens (    2.98 ms per token,   335.57 tokens per second)
419.24.537.424 I slot print_timing: id  3 | task 3077 |        eval time =    1126.68 ms /    35 tokens (   32.19 ms per token,    31.06 tokens per second)
419.24.537.425 I slot print_timing: id  3 | task 3077 |       total time =    2014.73 ms /   333 tokens
419.24.537.426 I slot print_timing: id  3 | task 3077 |    graphs reused =       2783
419.24.537.472 I slot      release: id  3 | task 3077 | stop processing: n_tokens = 332, truncated = 0
419.24.566.707 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.676 (> 0.100 thold), f_keep = 0.660
419.24.567.083 I slot launch_slot_: id  3 | task 3114 | processing task, is_child = 0
419.27.436.021 I slot print_timing: id  3 | task 3114 | prompt eval time =     953.35 ms /   324 tokens (    2.94 ms per token,   339.86 tokens per second)
419.27.436.030 I slot print_timing: id  3 | task 3114 |        eval time =    1915.54 ms /    57 tokens (   33.61 ms per token,    29.76 tokens per second)
419.27.436.031 I slot print_timing: id  3 | task 3114 |       total time =    2868.88 ms /   381 tokens
419.27.436.032 I slot print_timing: id  3 | task 3114 |    graphs reused =       2838
419.27.436.079 I slot      release: id  3 | task 3114 | stop processing: n_tokens = 380, truncated = 0
419.27.458.039 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.672 (> 0.100 thold), f_keep = 0.576
419.27.458.361 I slot launch_slot_: id  3 | task 3173 | processing task, is_child = 0
419.29.651.546 I slot print_timing: id  3 | task 3173 | prompt eval time =    1003.01 ms /   326 tokens (    3.08 ms per token,   325.02 tokens per second)
419.29.651.555 I slot print_timing: id  3 | task 3173 |        eval time =    1190.13 ms /    37 tokens (   32.17 ms per token,    31.09 tokens per second)
419.29.651.556 I slot print_timing: id  3 | task 3173 |       total time =    2193.14 ms /   363 tokens
419.29.651.557 I slot print_timing: id  3 | task 3173 |    graphs reused =       2873
419.29.651.603 I slot      release: id  3 | task 3173 | stop processing: n_tokens = 362, truncated = 0
419.29.672.933 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.689 (> 0.100 thold), f_keep = 0.605
419.29.673.246 I slot launch_slot_: id  3 | task 3212 | processing task, is_child = 0
419.31.478.938 I slot print_timing: id  3 | task 3212 | prompt eval time =     946.67 ms /   318 tokens (    2.98 ms per token,   335.92 tokens per second)
419.31.478.949 I slot print_timing: id  3 | task 3212 |        eval time =     858.98 ms /    27 tokens (   31.81 ms per token,    31.43 tokens per second)
419.31.478.950 I slot print_timing: id  3 | task 3212 |       total time =    1805.65 ms /   345 tokens
419.31.478.951 I slot print_timing: id  3 | task 3212 |    graphs reused =       2898
419.31.478.999 I slot      release: id  3 | task 3212 | stop processing: n_tokens = 344, truncated = 0
419.31.510.538 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.662 (> 0.100 thold), f_keep = 0.637
419.31.510.873 I slot launch_slot_: id  3 | task 3241 | processing task, is_child = 0
419.33.391.270 I slot print_timing: id  3 | task 3241 | prompt eval time =     978.48 ms /   331 tokens (    2.96 ms per token,   338.28 tokens per second)
419.33.391.279 I slot print_timing: id  3 | task 3241 |        eval time =     901.87 ms /    28 tokens (   32.21 ms per token,    31.05 tokens per second)
419.33.391.280 I slot print_timing: id  3 | task 3241 |       total time =    1880.35 ms /   359 tokens
419.33.391.281 I slot print_timing: id  3 | task 3241 |    graphs reused =       2924
419.33.391.332 I slot      release: id  3 | task 3241 | stop processing: n_tokens = 358, truncated = 0
419.33.419.869 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.650 (> 0.100 thold), f_keep = 0.612
419.33.420.220 I slot launch_slot_: id  3 | task 3271 | processing task, is_child = 0
419.35.356.534 I slot print_timing: id  3 | task 3271 | prompt eval time =    1008.01 ms /   337 tokens (    2.99 ms per token,   334.32 tokens per second)
419.35.356.543 I slot print_timing: id  3 | task 3271 |        eval time =     928.25 ms /    29 tokens (   32.01 ms per token,    31.24 tokens per second)
419.35.356.545 I slot print_timing: id  3 | task 3271 |       total time =    1936.27 ms /   366 tokens
419.35.356.545 I slot print_timing: id  3 | task 3271 |    graphs reused =       2951
419.35.356.592 I slot      release: id  3 | task 3271 | stop processing: n_tokens = 365, truncated = 0
419.35.376.744 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.658 (> 0.100 thold), f_keep = 0.600
419.35.377.137 I slot launch_slot_: id  3 | task 3302 | processing task, is_child = 0
419.37.309.096 I slot print_timing: id  3 | task 3302 | prompt eval time =    1000.38 ms /   333 tokens (    3.00 ms per token,   332.87 tokens per second)
419.37.309.107 I slot print_timing: id  3 | task 3302 |        eval time =     931.52 ms /    29 tokens (   32.12 ms per token,    31.13 tokens per second)
419.37.309.108 I slot print_timing: id  3 | task 3302 |       total time =    1931.91 ms /   362 tokens
419.37.309.108 I slot print_timing: id  3 | task 3302 |    graphs reused =       2978
419.37.309.158 I slot      release: id  3 | task 3302 | stop processing: n_tokens = 361, truncated = 0
419.37.335.400 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.638 (> 0.100 thold), f_keep = 0.607
419.37.335.756 I slot launch_slot_: id  3 | task 3333 | processing task, is_child = 0
419.39.752.540 I slot print_timing: id  3 | task 3333 | prompt eval time =    1027.48 ms /   343 tokens (    3.00 ms per token,   333.83 tokens per second)
419.39.752.550 I slot print_timing: id  3 | task 3333 |        eval time =    1389.25 ms /    43 tokens (   32.31 ms per token,    30.95 tokens per second)
419.39.752.551 I slot print_timing: id  3 | task 3333 |       total time =    2416.73 ms /   386 tokens
419.39.752.552 I slot print_timing: id  3 | task 3333 |    graphs reused =       3019
419.39.752.599 I slot      release: id  3 | task 3333 | stop processing: n_tokens = 385, truncated = 0
419.39.759.105 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.637 (> 0.100 thold), f_keep = 0.569
419.39.759.486 I slot launch_slot_: id  3 | task 3378 | processing task, is_child = 0
419.42.127.336 I slot print_timing: id  3 | task 3378 | prompt eval time =    1021.74 ms /   344 tokens (    2.97 ms per token,   336.68 tokens per second)
419.42.127.344 I slot print_timing: id  3 | task 3378 |        eval time =    1346.06 ms /    42 tokens (   32.05 ms per token,    31.20 tokens per second)
419.42.127.345 I slot print_timing: id  3 | task 3378 |       total time =    2367.80 ms /   386 tokens
419.42.127.346 I slot print_timing: id  3 | task 3378 |    graphs reused =       3059
419.42.127.393 I slot      release: id  3 | task 3378 | stop processing: n_tokens = 385, truncated = 0
419.42.156.232 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.640 (> 0.100 thold), f_keep = 0.569
419.42.156.579 I slot launch_slot_: id  3 | task 3422 | processing task, is_child = 0
419.44.459.982 I slot print_timing: id  3 | task 3422 | prompt eval time =    1017.28 ms /   342 tokens (    2.97 ms per token,   336.19 tokens per second)
419.44.459.990 I slot print_timing: id  3 | task 3422 |        eval time =    1286.07 ms /    40 tokens (   32.15 ms per token,    31.10 tokens per second)
419.44.459.991 I slot print_timing: id  3 | task 3422 |       total time =    2303.35 ms /   382 tokens
419.44.459.992 I slot print_timing: id  3 | task 3422 |    graphs reused =       3097
419.44.460.040 I slot      release: id  3 | task 3422 | stop processing: n_tokens = 381, truncated = 0
419.44.466.705 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.640 (> 0.100 thold), f_keep = 0.575
419.44.467.060 I slot launch_slot_: id  3 | task 3464 | processing task, is_child = 0
419.46.919.838 I slot print_timing: id  3 | task 3464 | prompt eval time =    1021.75 ms /   342 tokens (    2.99 ms per token,   334.72 tokens per second)
419.46.919.847 I slot print_timing: id  3 | task 3464 |        eval time =    1430.98 ms /    40 tokens (   35.77 ms per token,    27.95 tokens per second)
419.46.919.848 I slot print_timing: id  3 | task 3464 |       total time =    2452.73 ms /   382 tokens
419.46.919.849 I slot print_timing: id  3 | task 3464 |    graphs reused =       3135
419.46.919.899 I slot      release: id  3 | task 3464 | stop processing: n_tokens = 381, truncated = 0
419.46.942.633 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.709 (> 0.100 thold), f_keep = 0.583
419.46.942.971 I slot launch_slot_: id  3 | task 3506 | processing task, is_child = 0
419.49.064.894 I slot print_timing: id  3 | task 3506 | prompt eval time =     931.84 ms /   313 tokens (    2.98 ms per token,   335.90 tokens per second)
