0.00.020.202 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.020.319 I srv          init: The UI is disabled
0.00.020.320 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.025.498 I srv    load_model: loading model './models/llama-3.2-3b-instruct-q4_k_m.gguf'
0.02.688.955 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.02.695.310 I srv  llama_server: model loaded
0.02.695.319 I srv  llama_server: listening on http://127.0.0.1:8082
2.31.893.319 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
422.37.313.985 I slot print_timing: id  2 | task 2249 |    graphs reused =       2055
422.37.314.034 I slot      release: id  2 | task 2249 | stop processing: n_tokens = 338, truncated = 0
422.37.334.674 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.759 (> 0.100 thold), f_keep = 0.719
422.37.334.792 I slot launch_slot_: id  2 | task 2278 | processing task, is_child = 0
422.41.159.584 I slot print_timing: id  2 | task 2278 | prompt eval time =    1965.66 ms /   320 tokens (    6.14 ms per token,   162.80 tokens per second)
422.41.159.594 I slot print_timing: id  2 | task 2278 |        eval time =    1859.07 ms /    29 tokens (   64.11 ms per token,    15.60 tokens per second)
422.41.159.595 I slot print_timing: id  2 | task 2278 |       total time =    3824.73 ms /   349 tokens
422.41.159.596 I slot print_timing: id  2 | task 2278 |    graphs reused =       2082
422.41.159.643 I slot      release: id  2 | task 2278 | stop processing: n_tokens = 348, truncated = 0
422.41.179.766 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.719 (> 0.100 thold), f_keep = 0.693
422.41.179.888 I slot launch_slot_: id  2 | task 2309 | processing task, is_child = 0
422.46.505.778 I slot print_timing: id  2 | task 2309 | prompt eval time =    2062.52 ms /   335 tokens (    6.16 ms per token,   162.42 tokens per second)
422.46.505.786 I slot print_timing: id  2 | task 2309 |        eval time =    3263.29 ms /    50 tokens (   65.27 ms per token,    15.32 tokens per second)
422.46.505.787 I slot print_timing: id  2 | task 2309 |       total time =    5325.82 ms /   385 tokens
422.46.505.788 I slot print_timing: id  2 | task 2309 |    graphs reused =       2130
422.46.505.835 I slot      release: id  2 | task 2309 | stop processing: n_tokens = 384, truncated = 0
422.46.511.610 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.713 (> 0.100 thold), f_keep = 0.628
422.46.511.732 I slot launch_slot_: id  2 | task 2361 | processing task, is_child = 0
422.51.409.303 I slot print_timing: id  2 | task 2361 | prompt eval time =    2105.90 ms /   338 tokens (    6.23 ms per token,   160.50 tokens per second)
422.51.409.311 I slot print_timing: id  2 | task 2361 |        eval time =    2791.59 ms /    43 tokens (   64.92 ms per token,    15.40 tokens per second)
422.51.409.312 I slot print_timing: id  2 | task 2361 |       total time =    4897.49 ms /   381 tokens
422.51.409.313 I slot print_timing: id  2 | task 2361 |    graphs reused =       2171
422.51.409.363 I slot      release: id  2 | task 2361 | stop processing: n_tokens = 380, truncated = 0
422.51.414.914 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.713 (> 0.100 thold), f_keep = 0.634
422.51.415.038 I slot launch_slot_: id  2 | task 2406 | processing task, is_child = 0
422.55.920.927 I slot print_timing: id  2 | task 2406 | prompt eval time =    2113.68 ms /   338 tokens (    6.25 ms per token,   159.91 tokens per second)
422.55.920.936 I slot print_timing: id  2 | task 2406 |        eval time =    2392.14 ms /    37 tokens (   64.65 ms per token,    15.47 tokens per second)
422.55.920.937 I slot print_timing: id  2 | task 2406 |       total time =    4505.82 ms /   375 tokens
422.55.920.937 I slot print_timing: id  2 | task 2406 |    graphs reused =       2206
422.55.920.987 I slot      release: id  2 | task 2406 | stop processing: n_tokens = 374, truncated = 0
422.55.926.624 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.703 (> 0.100 thold), f_keep = 0.644
422.55.926.751 I slot launch_slot_: id  2 | task 2445 | processing task, is_child = 0
423.01.844.678 I slot print_timing: id  2 | task 2445 | prompt eval time =    2123.74 ms /   343 tokens (    6.19 ms per token,   161.51 tokens per second)
423.01.844.687 I slot print_timing: id  2 | task 2445 |        eval time =    3794.10 ms /    58 tokens (   65.42 ms per token,    15.29 tokens per second)
423.01.844.688 I slot print_timing: id  2 | task 2445 |       total time =    5917.84 ms /   401 tokens
423.01.844.692 I slot print_timing: id  2 | task 2445 |    graphs reused =       2262
423.01.844.742 I slot      release: id  2 | task 2445 | stop processing: n_tokens = 400, truncated = 0
423.01.872.838 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.765 (> 0.100 thold), f_keep = 0.603
423.01.872.941 I slot launch_slot_: id  2 | task 2505 | processing task, is_child = 0
423.06.141.134 I slot print_timing: id  2 | task 2505 | prompt eval time =    1969.86 ms /   315 tokens (    6.25 ms per token,   159.91 tokens per second)
423.06.141.143 I slot print_timing: id  2 | task 2505 |        eval time =    2298.26 ms /    36 tokens (   63.84 ms per token,    15.66 tokens per second)
423.06.141.144 I slot print_timing: id  2 | task 2505 |       total time =    4268.12 ms /   351 tokens
423.06.141.145 I slot print_timing: id  2 | task 2505 |    graphs reused =       2296
423.06.141.190 I slot      release: id  2 | task 2505 | stop processing: n_tokens = 350, truncated = 0
423.06.146.844 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.768 (> 0.100 thold), f_keep = 0.689
423.06.146.967 I slot launch_slot_: id  2 | task 2543 | processing task, is_child = 0
423.09.883.365 I slot print_timing: id  2 | task 2543 | prompt eval time =    1953.97 ms /   314 tokens (    6.22 ms per token,   160.70 tokens per second)
423.09.883.374 I slot print_timing: id  2 | task 2543 |        eval time =    1782.36 ms /    27 tokens (   66.01 ms per token,    15.15 tokens per second)
423.09.883.375 I slot print_timing: id  2 | task 2543 |       total time =    3736.33 ms /   341 tokens
423.09.883.376 I slot print_timing: id  2 | task 2543 |    graphs reused =       2321
423.09.883.422 I slot      release: id  2 | task 2543 | stop processing: n_tokens = 340, truncated = 0
423.09.889.303 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.772 (> 0.100 thold), f_keep = 0.709
423.09.889.430 I slot launch_slot_: id  2 | task 2572 | processing task, is_child = 0
423.14.412.661 I slot print_timing: id  2 | task 2572 | prompt eval time =    1922.80 ms /   312 tokens (    6.16 ms per token,   162.26 tokens per second)
423.14.412.675 I slot print_timing: id  2 | task 2572 |        eval time =    2600.36 ms /    40 tokens (   65.01 ms per token,    15.38 tokens per second)
423.14.412.676 I slot print_timing: id  2 | task 2572 |       total time =    4523.16 ms /   352 tokens
423.14.412.677 I slot print_timing: id  2 | task 2572 |    graphs reused =       2359
423.14.412.725 I slot      release: id  2 | task 2572 | stop processing: n_tokens = 351, truncated = 0
423.14.418.544 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.793 (> 0.100 thold), f_keep = 0.687
423.14.418.663 I slot launch_slot_: id  2 | task 2614 | processing task, is_child = 0
423.18.038.245 I slot print_timing: id  2 | task 2614 | prompt eval time =    1890.50 ms /   304 tokens (    6.22 ms per token,   160.80 tokens per second)
423.18.038.254 I slot print_timing: id  2 | task 2614 |        eval time =    1729.02 ms /    27 tokens (   64.04 ms per token,    15.62 tokens per second)
423.18.038.256 I slot print_timing: id  2 | task 2614 |       total time =    3619.52 ms /   331 tokens
423.18.038.256 I slot print_timing: id  2 | task 2614 |    graphs reused =       2384
423.18.038.302 I slot      release: id  2 | task 2614 | stop processing: n_tokens = 330, truncated = 0
423.18.049.427 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.699 (> 0.100 thold), f_keep = 0.730
423.18.049.652 I slot launch_slot_: id  2 | task 2643 | processing task, is_child = 0
423.22.538.102 I slot print_timing: id  2 | task 2643 | prompt eval time =    2160.63 ms /   345 tokens (    6.26 ms per token,   159.68 tokens per second)
423.22.538.112 I slot print_timing: id  2 | task 2643 |        eval time =    2327.75 ms /    36 tokens (   64.66 ms per token,    15.47 tokens per second)
423.22.538.113 I slot print_timing: id  2 | task 2643 |       total time =    4488.38 ms /   381 tokens
423.22.538.118 I slot print_timing: id  2 | task 2643 |    graphs reused =       2418
423.22.538.175 I slot      release: id  2 | task 2643 | stop processing: n_tokens = 380, truncated = 0
423.22.546.529 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.701 (> 0.100 thold), f_keep = 0.634
423.22.546.893 I slot launch_slot_: id  2 | task 2681 | processing task, is_child = 0
423.27.474.946 I slot print_timing: id  2 | task 2681 | prompt eval time =    2116.41 ms /   344 tokens (    6.15 ms per token,   162.54 tokens per second)
423.27.474.955 I slot print_timing: id  2 | task 2681 |        eval time =    2811.57 ms /    43 tokens (   65.39 ms per token,    15.29 tokens per second)
423.27.474.956 I slot print_timing: id  2 | task 2681 |       total time =    4927.98 ms /   387 tokens
423.27.474.957 I slot print_timing: id  2 | task 2681 |    graphs reused =       2459
423.27.475.016 I slot      release: id  2 | task 2681 | stop processing: n_tokens = 386, truncated = 0
423.27.481.466 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.699 (> 0.100 thold), f_keep = 0.624
423.27.481.748 I slot launch_slot_: id  2 | task 2726 | processing task, is_child = 0
423.32.052.364 I slot print_timing: id  2 | task 2726 | prompt eval time =    2192.77 ms /   345 tokens (    6.36 ms per token,   157.33 tokens per second)
423.32.052.374 I slot print_timing: id  2 | task 2726 |        eval time =    2377.77 ms /    37 tokens (   64.26 ms per token,    15.56 tokens per second)
423.32.052.375 I slot print_timing: id  2 | task 2726 |       total time =    4570.55 ms /   382 tokens
423.32.052.376 I slot print_timing: id  2 | task 2726 |    graphs reused =       2494
423.32.052.431 I slot      release: id  2 | task 2726 | stop processing: n_tokens = 381, truncated = 0
423.32.058.825 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.701 (> 0.100 thold), f_keep = 0.633
423.32.059.189 I slot launch_slot_: id  2 | task 2765 | processing task, is_child = 0
423.36.524.977 I slot print_timing: id  2 | task 2765 | prompt eval time =    2135.10 ms /   344 tokens (    6.21 ms per token,   161.12 tokens per second)
423.36.524.985 I slot print_timing: id  2 | task 2765 |        eval time =    2330.62 ms /    36 tokens (   64.74 ms per token,    15.45 tokens per second)
423.36.524.986 I slot print_timing: id  2 | task 2765 |       total time =    4465.72 ms /   380 tokens
423.36.524.987 I slot print_timing: id  2 | task 2765 |    graphs reused =       2528
423.36.525.045 I slot      release: id  2 | task 2765 | stop processing: n_tokens = 379, truncated = 0
423.36.546.122 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.669 (> 0.100 thold), f_keep = 0.636
423.36.546.482 I slot launch_slot_: id  2 | task 2803 | processing task, is_child = 0
423.42.434.865 I slot print_timing: id  2 | task 2803 | prompt eval time =    2276.32 ms /   360 tokens (    6.32 ms per token,   158.15 tokens per second)
423.42.434.875 I slot print_timing: id  2 | task 2803 |        eval time =    3611.98 ms /    54 tokens (   66.89 ms per token,    14.95 tokens per second)
423.42.434.876 I slot print_timing: id  2 | task 2803 |       total time =    5888.30 ms /   414 tokens
423.42.434.876 I slot print_timing: id  2 | task 2803 |    graphs reused =       2580
423.42.434.940 I slot      release: id  2 | task 2803 | stop processing: n_tokens = 413, truncated = 0
423.42.456.394 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.666 (> 0.100 thold), f_keep = 0.584
423.42.456.747 I slot launch_slot_: id  2 | task 2859 | processing task, is_child = 0
423.48.153.075 I slot print_timing: id  2 | task 2859 | prompt eval time =    2270.79 ms /   362 tokens (    6.27 ms per token,   159.42 tokens per second)
423.48.153.086 I slot print_timing: id  2 | task 2859 |        eval time =    3425.46 ms /    51 tokens (   67.17 ms per token,    14.89 tokens per second)
423.48.153.088 I slot print_timing: id  2 | task 2859 |       total time =    5696.25 ms /   413 tokens
423.48.153.089 I slot print_timing: id  2 | task 2859 |    graphs reused =       2629
423.48.153.144 I slot      release: id  2 | task 2859 | stop processing: n_tokens = 412, truncated = 0
423.48.160.082 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.666 (> 0.100 thold), f_keep = 0.585
423.48.160.430 I slot launch_slot_: id  2 | task 2912 | processing task, is_child = 0
423.53.511.073 I slot print_timing: id  2 | task 2912 | prompt eval time =    2224.67 ms /   362 tokens (    6.15 ms per token,   162.72 tokens per second)
423.53.511.083 I slot print_timing: id  2 | task 2912 |        eval time =    3125.90 ms /    45 tokens (   69.46 ms per token,    14.40 tokens per second)
423.53.511.085 I slot print_timing: id  2 | task 2912 |       total time =    5350.56 ms /   407 tokens
423.53.511.085 I slot print_timing: id  2 | task 2912 |    graphs reused =       2672
423.53.511.160 I slot      release: id  2 | task 2912 | stop processing: n_tokens = 406, truncated = 0
423.53.538.978 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.711 (> 0.100 thold), f_keep = 0.594
423.53.539.370 I slot launch_slot_: id  2 | task 2959 | processing task, is_child = 0
424.00.240.641 I slot print_timing: id  2 | task 2959 | prompt eval time =    3212.37 ms /   339 tokens (    9.48 ms per token,   105.53 tokens per second)
424.00.240.653 I slot print_timing: id  2 | task 2959 |        eval time =    3488.81 ms /    36 tokens (   96.91 ms per token,    10.32 tokens per second)
424.00.240.655 I slot print_timing: id  2 | task 2959 |       total time =    6701.18 ms /   375 tokens
424.00.240.656 I slot print_timing: id  2 | task 2959 |    graphs reused =       2706
424.00.240.733 I slot      release: id  2 | task 2959 | stop processing: n_tokens = 374, truncated = 0
424.00.249.700 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.711 (> 0.100 thold), f_keep = 0.644
424.00.250.028 I slot launch_slot_: id  2 | task 2997 | processing task, is_child = 0
424.06.344.638 I slot print_timing: id  2 | task 2997 | prompt eval time =    3183.23 ms /   339 tokens (    9.39 ms per token,   106.50 tokens per second)
424.06.344.645 I slot print_timing: id  2 | task 2997 |        eval time =    2911.30 ms /    30 tokens (   97.04 ms per token,    10.30 tokens per second)
424.06.344.646 I slot print_timing: id  2 | task 2997 |       total time =    6094.52 ms /   369 tokens
424.06.344.647 I slot print_timing: id  2 | task 2997 |    graphs reused =       2734
424.06.344.702 I slot      release: id  2 | task 2997 | stop processing: n_tokens = 368, truncated = 0
424.06.354.025 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.753 (> 0.100 thold), f_keep = 0.655
424.06.354.400 I slot launch_slot_: id  2 | task 3029 | processing task, is_child = 0
424.12.455.107 I slot print_timing: id  2 | task 3029 | prompt eval time =    3046.83 ms /   320 tokens (    9.52 ms per token,   105.03 tokens per second)
424.12.455.115 I slot print_timing: id  2 | task 3029 |        eval time =    3053.80 ms /    30 tokens (  101.79 ms per token,     9.82 tokens per second)
424.12.455.116 I slot print_timing: id  2 | task 3029 |       total time =    6100.62 ms /   350 tokens
424.12.455.117 I slot print_timing: id  2 | task 3029 |    graphs reused =       2762
424.12.455.179 I slot      release: id  2 | task 3029 | stop processing: n_tokens = 349, truncated = 0
424.12.466.248 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.699 (> 0.100 thold), f_keep = 0.691
424.12.466.755 I slot launch_slot_: id  2 | task 3061 | processing task, is_child = 0
424.19.756.244 I slot print_timing: id  2 | task 3061 | prompt eval time =    3288.24 ms /   345 tokens (    9.53 ms per token,   104.92 tokens per second)
424.19.756.254 I slot print_timing: id  2 | task 3061 |        eval time =    4001.14 ms /    42 tokens (   95.27 ms per token,    10.50 tokens per second)
424.19.756.256 I slot print_timing: id  2 | task 3061 |       total time =    7289.39 ms /   387 tokens
424.19.756.257 I slot print_timing: id  2 | task 3061 |    graphs reused =       2802
424.19.756.330 I slot      release: id  2 | task 3061 | stop processing: n_tokens = 386, truncated = 0
424.19.767.677 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.697 (> 0.100 thold), f_keep = 0.624
424.19.768.030 I slot launch_slot_: id  2 | task 3105 | processing task, is_child = 0
424.26.433.497 I slot print_timing: id  2 | task 3105 | prompt eval time =    3264.32 ms /   346 tokens (    9.43 ms per token,   105.99 tokens per second)
424.26.433.508 I slot print_timing: id  2 | task 3105 |        eval time =    3401.05 ms /    35 tokens (   97.17 ms per token,    10.29 tokens per second)
424.26.433.510 I slot print_timing: id  2 | task 3105 |       total time =    6665.38 ms /   381 tokens
424.26.433.511 I slot print_timing: id  2 | task 3105 |    graphs reused =       2835
424.26.433.608 I slot      release: id  2 | task 3105 | stop processing: n_tokens = 380, truncated = 0
424.26.459.675 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.709 (> 0.100 thold), f_keep = 0.634
424.26.459.994 I slot launch_slot_: id  2 | task 3142 | processing task, is_child = 0
424.33.047.115 I slot print_timing: id  2 | task 3142 | prompt eval time =    3189.36 ms /   340 tokens (    9.38 ms per token,   106.60 tokens per second)
424.33.047.125 I slot print_timing: id  2 | task 3142 |        eval time =    3397.67 ms /    34 tokens (   99.93 ms per token,    10.01 tokens per second)
424.33.047.127 I slot print_timing: id  2 | task 3142 |       total time =    6587.03 ms /   374 tokens
424.33.047.127 I slot print_timing: id  2 | task 3142 |    graphs reused =       2867
424.33.047.200 I slot      release: id  2 | task 3142 | stop processing: n_tokens = 373, truncated = 0
424.33.071.737 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.683 (> 0.100 thold), f_keep = 0.646
424.33.072.215 I slot launch_slot_: id  2 | task 3178 | processing task, is_child = 0
424.41.246.307 I slot print_timing: id  2 | task 3178 | prompt eval time =    3365.82 ms /   353 tokens (    9.53 ms per token,   104.88 tokens per second)
424.41.246.318 I slot print_timing: id  2 | task 3178 |        eval time =    4808.14 ms /    50 tokens (   96.16 ms per token,    10.40 tokens per second)
424.41.246.320 I slot print_timing: id  2 | task 3178 |       total time =    8173.96 ms /   403 tokens
424.41.246.321 I slot print_timing: id  2 | task 3178 |    graphs reused =       2915
424.41.246.415 I slot      release: id  2 | task 3178 | stop processing: n_tokens = 402, truncated = 0
424.41.256.362 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.671 (> 0.100 thold), f_keep = 0.600
424.41.257.160 I slot launch_slot_: id  2 | task 3230 | processing task, is_child = 0
424.49.992.231 I slot print_timing: id  2 | task 3230 | prompt eval time =    3427.54 ms /   359 tokens (    9.55 ms per token,   104.74 tokens per second)
424.49.992.242 I slot print_timing: id  2 | task 3230 |        eval time =    5307.39 ms /    57 tokens (   93.11 ms per token,    10.74 tokens per second)
424.49.992.243 I slot print_timing: id  2 | task 3230 |       total time =    8734.94 ms /   416 tokens
424.49.992.244 I slot print_timing: id  2 | task 3230 |    graphs reused =       2970
424.49.992.322 I slot      release: id  2 | task 3230 | stop processing: n_tokens = 415, truncated = 0
424.50.011.845 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.679 (> 0.100 thold), f_keep = 0.581
424.50.012.225 I slot launch_slot_: id  2 | task 3289 | processing task, is_child = 0
424.57.027.484 I slot print_timing: id  2 | task 3289 | prompt eval time =    3350.86 ms /   355 tokens (    9.44 ms per token,   105.94 tokens per second)
424.57.027.494 I slot print_timing: id  2 | task 3289 |        eval time =    3664.30 ms /    36 tokens (  101.79 ms per token,     9.82 tokens per second)
424.57.027.495 I slot print_timing: id  2 | task 3289 |       total time =    7015.16 ms /   391 tokens
424.57.027.496 I slot print_timing: id  2 | task 3289 |    graphs reused =       3004
424.57.027.550 I slot      release: id  2 | task 3289 | stop processing: n_tokens = 390, truncated = 0
424.57.050.890 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.660 (> 0.100 thold), f_keep = 0.618
424.57.051.220 I slot launch_slot_: id  2 | task 3327 | processing task, is_child = 0
425.04.760.090 I slot print_timing: id  2 | task 3327 | prompt eval time =    3470.75 ms /   365 tokens (    9.51 ms per token,   105.16 tokens per second)
425.04.760.102 I slot print_timing: id  2 | task 3327 |        eval time =    4238.01 ms /    43 tokens (   98.56 ms per token,    10.15 tokens per second)
425.04.760.103 I slot print_timing: id  2 | task 3327 |       total time =    7708.75 ms /   408 tokens
425.04.760.104 I slot print_timing: id  2 | task 3327 |    graphs reused =       3045
425.04.760.205 I slot      release: id  2 | task 3327 | stop processing: n_tokens = 407, truncated = 0
425.04.793.821 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.658 (> 0.100 thold), f_keep = 0.592
425.04.794.348 I slot launch_slot_: id  2 | task 3372 | processing task, is_child = 0
425.12.310.619 I slot print_timing: id  2 | task 3372 | prompt eval time =    3464.87 ms /   366 tokens (    9.47 ms per token,   105.63 tokens per second)
425.12.310.634 I slot print_timing: id  2 | task 3372 |        eval time =    4051.28 ms /    42 tokens (   96.46 ms per token,    10.37 tokens per second)
425.12.310.636 I slot print_timing: id  2 | task 3372 |       total time =    7516.15 ms /   408 tokens
425.12.310.637 I slot print_timing: id  2 | task 3372 |    graphs reused =       3085
425.12.310.727 I slot      release: id  2 | task 3372 | stop processing: n_tokens = 407, truncated = 0
425.12.335.872 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.662 (> 0.100 thold), f_keep = 0.592
425.12.336.630 I slot launch_slot_: id  2 | task 3416 | processing task, is_child = 0
425.19.791.434 I slot print_timing: id  2 | task 3416 | prompt eval time =    3388.98 ms /   364 tokens (    9.31 ms per token,   107.41 tokens per second)
425.19.791.444 I slot print_timing: id  2 | task 3416 |        eval time =    4065.68 ms /    43 tokens (   94.55 ms per token,    10.58 tokens per second)
425.19.791.445 I slot print_timing: id  2 | task 3416 |       total time =    7454.66 ms /   407 tokens
425.19.791.446 I slot print_timing: id  2 | task 3416 |    graphs reused =       3126
425.19.791.505 I slot      release: id  2 | task 3416 | stop processing: n_tokens = 406, truncated = 0
425.19.822.698 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.662 (> 0.100 thold), f_keep = 0.594
425.19.822.971 I slot launch_slot_: id  2 | task 3461 | processing task, is_child = 0
425.27.782.679 I slot print_timing: id  2 | task 3461 | prompt eval time =    3438.76 ms /   364 tokens (    9.45 ms per token,   105.85 tokens per second)
425.27.782.688 I slot print_timing: id  2 | task 3461 |        eval time =    4520.84 ms /    44 tokens (  102.75 ms per token,     9.73 tokens per second)
425.27.782.690 I slot print_timing: id  2 | task 3461 |       total time =    7959.60 ms /   408 tokens
425.27.782.690 I slot print_timing: id  2 | task 3461 |    graphs reused =       3168
425.27.782.762 I slot      release: id  2 | task 3461 | stop processing: n_tokens = 407, truncated = 0
425.27.791.808 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.728 (> 0.100 thold), f_keep = 0.600
425.27.792.071 I slot launch_slot_: id  2 | task 3507 | processing task, is_child = 0
425.34.582.512 I slot print_timing: id  2 | task 3507 | prompt eval time =    3204.14 ms /   335 tokens (    9.56 ms per token,   104.55 tokens per second)
425.34.582.522 I slot print_timing: id  2 | task 3507 |        eval time =    3586.21 ms /    35 tokens (  102.46 ms per token,     9.76 tokens per second)
425.34.582.523 I slot print_timing: id  2 | task 3507 |       total time =    6790.35 ms /   370 tokens
425.34.582.524 I slot print_timing: id  2 | task 3507 |    graphs reused =       3201
425.34.582.597 I slot      release: id  2 | task 3507 | stop processing: n_tokens = 369, truncated = 0
425.34.604.519 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.711 (> 0.100 thold), f_keep = 0.653
425.34.604.833 I slot launch_slot_: id  2 | task 3544 | processing task, is_child = 0
425.40.874.341 I slot print_timing: id  2 | task 3544 | prompt eval time =    3162.07 ms /   339 tokens (    9.33 ms per token,   107.21 tokens per second)
425.40.874.352 I slot print_timing: id  2 | task 3544 |        eval time =    3107.35 ms /    34 tokens (   91.39 ms per token,    10.94 tokens per second)
425.40.874.354 I slot print_timing: id  2 | task 3544 |       total time =    6269.42 ms /   373 tokens
425.40.874.355 I slot print_timing: id  2 | task 3544 |    graphs reused =       3233
425.40.874.428 I slot      release: id  2 | task 3544 | stop processing: n_tokens = 372, truncated = 0
425.40.884.099 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.643 (> 0.100 thold), f_keep = 0.648
425.40.884.409 I slot launch_slot_: id  2 | task 3580 | processing task, is_child = 0
425.48.098.532 I slot print_timing: id  2 | task 3580 | prompt eval time =    3438.11 ms /   375 tokens (    9.17 ms per token,   109.07 tokens per second)
425.48.098.541 I slot print_timing: id  2 | task 3580 |        eval time =    3775.91 ms /    40 tokens (   94.40 ms per token,    10.59 tokens per second)
425.48.098.542 I slot print_timing: id  2 | task 3580 |       total time =    7214.03 ms /   415 tokens
425.48.098.543 I slot print_timing: id  2 | task 3580 |    graphs reused =       3271
425.48.098.601 I slot      release: id  2 | task 3580 | stop processing: n_tokens = 414, truncated = 0
425.48.125.683 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.659 (> 0.100 thold), f_keep = 0.592
425.48.125.946 I slot launch_slot_: id  2 | task 3622 | processing task, is_child = 0
425.56.702.300 I slot print_timing: id  2 | task 3622 | prompt eval time =    3544.89 ms /   372 tokens (    9.53 ms per token,   104.94 tokens per second)
425.56.702.307 I slot print_timing: id  2 | task 3622 |        eval time =    5031.36 ms /    50 tokens (  100.63 ms per token,     9.94 tokens per second)
425.56.702.309 I slot print_timing: id  2 | task 3622 |       total time =    8576.25 ms /   422 tokens
425.56.702.311 I slot print_timing: id  2 | task 3622 |    graphs reused =       3319
425.56.702.385 I slot      release: id  2 | task 3622 | stop processing: n_tokens = 421, truncated = 0
425.56.711.798 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.735 (> 0.100 thold), f_keep = 0.572
425.56.712.382 I slot launch_slot_: id  2 | task 3674 | processing task, is_child = 0
426.02.526.623 I slot print_timing: id  2 | task 3674 | prompt eval time =    3048.21 ms /   328 tokens (    9.29 ms per token,   107.60 tokens per second)
426.02.526.634 I slot print_timing: id  2 | task 3674 |        eval time =    2765.92 ms /    29 tokens (   95.38 ms per token,    10.48 tokens per second)
426.02.526.635 I slot print_timing: id  2 | task 3674 |       total time =    5814.13 ms /   357 tokens
426.02.526.636 I slot print_timing: id  2 | task 3674 |    graphs reused =       3346
426.02.526.707 I slot      release: id  2 | task 3674 | stop processing: n_tokens = 356, truncated = 0
426.02.534.106 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.733 (> 0.100 thold), f_keep = 0.677
426.02.534.453 I slot launch_slot_: id  2 | task 3705 | processing task, is_child = 0
426.08.571.081 I slot print_timing: id  2 | task 3705 | prompt eval time =    3072.71 ms /   329 tokens (    9.34 ms per token,   107.07 tokens per second)
426.08.571.151 I slot print_timing: id  2 | task 3705 |        eval time =    2963.75 ms /    30 tokens (   98.79 ms per token,    10.12 tokens per second)
426.08.571.158 I slot print_timing: id  2 | task 3705 |       total time =    6036.46 ms /   359 tokens
426.08.571.180 I slot print_timing: id  2 | task 3705 |    graphs reused =       3374
426.08.571.466 I slot      release: id  2 | task 3705 | stop processing: n_tokens = 358, truncated = 0
426.08.582.008 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.669 (> 0.100 thold), f_keep = 0.673
426.08.582.503 I slot launch_slot_: id  2 | task 3737 | processing task, is_child = 0
426.16.190.828 I slot print_timing: id  2 | task 3737 | prompt eval time =    3341.91 ms /   360 tokens (    9.28 ms per token,   107.72 tokens per second)
