0.00.262.046 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.262.061 W srv  llama_server: embeddings enabled with n_batch (2048) > n_ubatch (512)
0.00.262.064 W srv  llama_server: setting n_batch = n_ubatch = 512 to avoid assertion failure
0.00.262.166 I srv          init: The UI is disabled
0.00.262.167 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.268.956 I srv    load_model: loading model './models/all-minilm-l6-v2-q5.gguf'
0.00.328.845 W load: special_eos_id is not in special_eog_ids - the tokenizer config may be incorrect
0.00.342.588 W srv    load_model: speculative decoding not supported by this context
0.00.342.596 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 512, kv_unified = 'true'
0.00.347.558 I srv  llama_server: model loaded
0.00.347.566 I srv  llama_server: listening on http://127.0.0.1:8090
0.06.003.991 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
2.53.443.655 I slot launch_slot_: id  1 | task 190 | processing task, is_child = 0
2.53.447.562 I slot      release: id  1 | task 190 | stop processing: n_tokens = 36, truncated = 0
2.53.448.813 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 173109337
2.53.448.824 I slot launch_slot_: id  0 | task 192 | processing task, is_child = 0
2.53.453.277 I slot      release: id  0 | task 192 | stop processing: n_tokens = 42, truncated = 0
2.53.470.307 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 173124083
2.53.470.313 I slot launch_slot_: id  3 | task 194 | processing task, is_child = 0
2.53.473.128 I slot      release: id  3 | task 194 | stop processing: n_tokens = 34, truncated = 0
2.53.485.326 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 173140384
2.53.485.332 I slot launch_slot_: id  2 | task 196 | processing task, is_child = 0
2.53.487.706 I slot      release: id  2 | task 196 | stop processing: n_tokens = 23, truncated = 0
2.53.500.305 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 173145539
2.53.500.313 I slot launch_slot_: id  1 | task 198 | processing task, is_child = 0
2.53.503.212 I slot      release: id  1 | task 198 | stop processing: n_tokens = 21, truncated = 0
2.53.516.379 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 173151253
2.53.516.387 I slot launch_slot_: id  0 | task 200 | processing task, is_child = 0
2.53.518.585 I slot      release: id  0 | task 200 | stop processing: n_tokens = 22, truncated = 0
2.53.531.559 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 173171103
2.53.531.568 I slot launch_slot_: id  3 | task 202 | processing task, is_child = 0
2.53.534.298 I slot      release: id  3 | task 202 | stop processing: n_tokens = 20, truncated = 0
2.53.547.349 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 173185681
2.53.547.356 I slot launch_slot_: id  2 | task 204 | processing task, is_child = 0
2.53.549.693 I slot      release: id  2 | task 204 | stop processing: n_tokens = 23, truncated = 0
2.53.563.382 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 173201187
2.53.563.390 I slot launch_slot_: id  1 | task 206 | processing task, is_child = 0
2.53.566.491 I slot      release: id  1 | task 206 | stop processing: n_tokens = 37, truncated = 0
2.53.567.777 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 173216561
2.53.567.783 I slot launch_slot_: id  0 | task 208 | processing task, is_child = 0
2.53.570.698 I slot      release: id  0 | task 208 | stop processing: n_tokens = 32, truncated = 0
2.53.571.738 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 173232275
2.53.571.747 I slot launch_slot_: id  3 | task 210 | processing task, is_child = 0
2.53.575.001 I slot      release: id  3 | task 210 | stop processing: n_tokens = 39, truncated = 0
2.53.576.061 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 173247668
2.53.576.069 I slot launch_slot_: id  2 | task 212 | processing task, is_child = 0
2.53.580.759 I slot      release: id  2 | task 212 | stop processing: n_tokens = 43, truncated = 0
2.53.595.359 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 173264466
2.53.595.368 I slot launch_slot_: id  1 | task 214 | processing task, is_child = 0
2.53.597.544 I slot      release: id  1 | task 214 | stop processing: n_tokens = 18, truncated = 0
2.53.598.972 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 173268674
2.53.598.981 I slot launch_slot_: id  0 | task 216 | processing task, is_child = 0
2.53.600.954 I slot      release: id  0 | task 216 | stop processing: n_tokens = 20, truncated = 0
2.53.602.089 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 173272977
2.53.602.096 I slot launch_slot_: id  3 | task 218 | processing task, is_child = 0
2.53.603.684 I slot      release: id  3 | task 218 | stop processing: n_tokens = 14, truncated = 0
2.53.626.329 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 173278735
2.53.626.338 I slot launch_slot_: id  2 | task 220 | processing task, is_child = 0
2.53.627.877 I slot      release: id  2 | task 220 | stop processing: n_tokens = 12, truncated = 0
2.53.642.422 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 173295519
2.53.642.430 I slot launch_slot_: id  1 | task 222 | processing task, is_child = 0
2.53.644.003 I slot      release: id  1 | task 222 | stop processing: n_tokens = 12, truncated = 0
2.53.646.996 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 173298931
2.53.647.005 I slot launch_slot_: id  0 | task 224 | processing task, is_child = 0
2.53.648.295 I slot      release: id  0 | task 224 | stop processing: n_tokens = 10, truncated = 0
2.53.651.236 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 173301660
2.53.651.244 I slot launch_slot_: id  3 | task 226 | processing task, is_child = 0
2.53.652.676 I slot      release: id  3 | task 226 | stop processing: n_tokens = 12, truncated = 0
2.53.674.320 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 173325853
2.53.674.330 I slot launch_slot_: id  2 | task 228 | processing task, is_child = 0
2.53.675.769 I slot      release: id  2 | task 228 | stop processing: n_tokens = 12, truncated = 0
2.53.678.800 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 173341979
2.53.678.808 I slot launch_slot_: id  1 | task 230 | processing task, is_child = 0
2.53.680.337 I slot      release: id  1 | task 230 | stop processing: n_tokens = 13, truncated = 0
2.53.683.886 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.143 (> 0.100 thold), f_keep = 0.077
2.53.683.897 I slot launch_slot_: id  1 | task 232 | processing task, is_child = 0
2.53.684.975 I slot      release: id  1 | task 232 | stop processing: n_tokens = 7, truncated = 0
2.53.706.293 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 173346270
2.53.706.301 I slot launch_slot_: id  0 | task 234 | processing task, is_child = 0
2.53.707.645 I slot      release: id  0 | task 234 | stop processing: n_tokens = 10, truncated = 0
2.53.710.525 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.143 (> 0.100 thold), f_keep = 0.100
2.53.710.532 I slot launch_slot_: id  0 | task 236 | processing task, is_child = 0
2.53.711.663 I slot      release: id  0 | task 236 | stop processing: n_tokens = 7, truncated = 0
2.53.714.178 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 173350650
2.53.714.185 I slot launch_slot_: id  3 | task 238 | processing task, is_child = 0
2.53.715.728 I slot      release: id  3 | task 238 | stop processing: n_tokens = 13, truncated = 0
2.53.737.328 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 173373744
2.53.737.334 I slot launch_slot_: id  2 | task 240 | processing task, is_child = 0
2.53.739.229 I slot      release: id  2 | task 240 | stop processing: n_tokens = 14, truncated = 0
2.53.753.370 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 173382951
2.53.753.375 I slot launch_slot_: id  1 | task 242 | processing task, is_child = 0
2.53.754.822 I slot      release: id  1 | task 242 | stop processing: n_tokens = 10, truncated = 0
2.53.769.338 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.100
2.53.769.347 I slot launch_slot_: id  1 | task 244 | processing task, is_child = 0
2.53.770.638 I slot      release: id  1 | task 244 | stop processing: n_tokens = 9, truncated = 0
2.53.785.311 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 173409639
2.53.785.316 I slot launch_slot_: id  0 | task 246 | processing task, is_child = 0
2.53.787.027 I slot      release: id  0 | task 246 | stop processing: n_tokens = 15, truncated = 0
2.53.790.704 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 173413703
2.53.790.712 I slot launch_slot_: id  3 | task 248 | processing task, is_child = 0
2.53.792.069 I slot      release: id  3 | task 248 | stop processing: n_tokens = 11, truncated = 0
2.53.794.732 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 173437205
2.53.794.742 I slot launch_slot_: id  2 | task 250 | processing task, is_child = 0
2.53.796.115 I slot      release: id  2 | task 250 | stop processing: n_tokens = 11, truncated = 0
2.53.798.850 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 173468613
2.53.798.857 I slot launch_slot_: id  1 | task 252 | processing task, is_child = 0
2.53.800.273 I slot      release: id  1 | task 252 | stop processing: n_tokens = 12, truncated = 0
2.53.816.395 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 173485002
2.53.816.402 I slot launch_slot_: id  0 | task 254 | processing task, is_child = 0
2.53.817.852 I slot      release: id  0 | task 254 | stop processing: n_tokens = 11, truncated = 0
2.53.820.729 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 173490045
2.53.820.736 I slot launch_slot_: id  3 | task 256 | processing task, is_child = 0
2.53.822.243 I slot      release: id  3 | task 256 | stop processing: n_tokens = 12, truncated = 0
2.53.847.324 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.500 (> 0.100 thold), f_keep = 0.417
2.53.847.330 I slot launch_slot_: id  3 | task 258 | processing task, is_child = 0
2.53.848.634 I slot      release: id  3 | task 258 | stop processing: n_tokens = 10, truncated = 0
2.53.862.377 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 173494090
2.53.862.386 I slot launch_slot_: id  2 | task 260 | processing task, is_child = 0
2.53.864.016 I slot      release: id  2 | task 260 | stop processing: n_tokens = 13, truncated = 0
2.53.866.729 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 173498248
2.53.866.737 I slot launch_slot_: id  1 | task 262 | processing task, is_child = 0
2.53.868.406 I slot      release: id  1 | task 262 | stop processing: n_tokens = 15, truncated = 0
2.53.871.989 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.364 (> 0.100 thold), f_keep = 0.267
2.53.871.995 I slot launch_slot_: id  1 | task 264 | processing task, is_child = 0
2.53.873.369 I slot      release: id  1 | task 264 | stop processing: n_tokens = 11, truncated = 0
2.53.876.030 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 173515827
2.53.876.038 I slot launch_slot_: id  0 | task 266 | processing task, is_child = 0
2.53.877.382 I slot      release: id  0 | task 266 | stop processing: n_tokens = 10, truncated = 0
2.53.879.941 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 173546609
2.53.879.950 I slot launch_slot_: id  3 | task 268 | processing task, is_child = 0
2.53.881.474 I slot      release: id  3 | task 268 | stop processing: n_tokens = 12, truncated = 0
2.53.908.300 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 173561991
2.53.908.306 I slot launch_slot_: id  2 | task 270 | processing task, is_child = 0
2.53.909.897 I slot      release: id  2 | task 270 | stop processing: n_tokens = 12, truncated = 0
2.53.912.650 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 173571343
2.53.912.657 I slot launch_slot_: id  1 | task 272 | processing task, is_child = 0
2.53.914.256 I slot      release: id  1 | task 272 | stop processing: n_tokens = 12, truncated = 0
2.53.939.396 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.083
2.53.939.410 I slot launch_slot_: id  1 | task 274 | processing task, is_child = 0
2.53.940.739 I slot      release: id  1 | task 274 | stop processing: n_tokens = 9, truncated = 0
2.53.955.310 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 173575357
2.53.955.318 I slot launch_slot_: id  0 | task 276 | processing task, is_child = 0
2.53.956.889 I slot      release: id  0 | task 276 | stop processing: n_tokens = 13, truncated = 0
2.53.960.601 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.077
2.53.960.608 I slot launch_slot_: id  0 | task 278 | processing task, is_child = 0
2.53.961.841 I slot      release: id  0 | task 278 | stop processing: n_tokens = 9, truncated = 0
2.53.985.295 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.222 (> 0.100 thold), f_keep = 0.222
2.53.985.306 I slot launch_slot_: id  0 | task 280 | processing task, is_child = 0
2.53.986.588 I slot      release: id  0 | task 280 | stop processing: n_tokens = 9, truncated = 0
2.54.001.321 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.111
2.54.001.329 I slot launch_slot_: id  0 | task 282 | processing task, is_child = 0
2.54.002.706 I slot      release: id  0 | task 282 | stop processing: n_tokens = 9, truncated = 0
2.54.006.238 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 173579450
2.54.006.247 I slot launch_slot_: id  3 | task 284 | processing task, is_child = 0
2.54.008.365 I slot      release: id  3 | task 284 | stop processing: n_tokens = 20, truncated = 0
2.54.011.869 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 173607873
2.54.011.877 I slot launch_slot_: id  2 | task 286 | processing task, is_child = 0
2.54.013.288 I slot      release: id  2 | task 286 | stop processing: n_tokens = 10, truncated = 0
2.54.032.325 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 173638715
2.54.032.332 I slot launch_slot_: id  1 | task 288 | processing task, is_child = 0
2.54.034.548 I slot      release: id  1 | task 288 | stop processing: n_tokens = 19, truncated = 0
2.54.047.356 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 173700680
2.54.047.365 I slot launch_slot_: id  0 | task 290 | processing task, is_child = 0
2.54.048.935 I slot      release: id  0 | task 290 | stop processing: n_tokens = 14, truncated = 0
2.54.062.301 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.071
2.54.062.308 I slot launch_slot_: id  0 | task 292 | processing task, is_child = 0
2.54.063.698 I slot      release: id  0 | task 292 | stop processing: n_tokens = 9, truncated = 0
2.54.067.267 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 173706340
2.54.067.274 I slot launch_slot_: id  3 | task 294 | processing task, is_child = 0
2.54.068.596 I slot      release: id  3 | task 294 | stop processing: n_tokens = 10, truncated = 0
2.54.072.128 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.100
2.54.072.139 I slot launch_slot_: id  3 | task 296 | processing task, is_child = 0
2.54.073.454 I slot      release: id  3 | task 296 | stop processing: n_tokens = 9, truncated = 0
2.54.076.328 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.111
2.54.076.336 I slot launch_slot_: id  3 | task 298 | processing task, is_child = 0
2.54.077.626 I slot      release: id  3 | task 298 | stop processing: n_tokens = 9, truncated = 0
2.54.080.388 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 173711264
2.54.080.396 I slot launch_slot_: id  2 | task 300 | processing task, is_child = 0
2.54.081.669 I slot      release: id  2 | task 300 | stop processing: n_tokens = 10, truncated = 0
2.54.107.332 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 173732524
2.54.107.340 I slot launch_slot_: id  1 | task 302 | processing task, is_child = 0
2.54.108.795 I slot      release: id  1 | task 302 | stop processing: n_tokens = 11, truncated = 0
2.54.111.540 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 173761674
2.54.111.548 I slot launch_slot_: id  0 | task 304 | processing task, is_child = 0
2.54.113.131 I slot      release: id  0 | task 304 | stop processing: n_tokens = 14, truncated = 0
2.54.116.809 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.286 (> 0.100 thold), f_keep = 0.286
2.54.116.816 I slot launch_slot_: id  0 | task 306 | processing task, is_child = 0
2.54.118.398 I slot      release: id  0 | task 306 | stop processing: n_tokens = 14, truncated = 0
2.54.139.326 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.333 (> 0.100 thold), f_keep = 0.286
2.54.139.332 I slot launch_slot_: id  0 | task 308 | processing task, is_child = 0
2.54.140.921 I slot      release: id  0 | task 308 | stop processing: n_tokens = 12, truncated = 0
2.54.143.825 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 173775601
2.54.143.833 I slot launch_slot_: id  3 | task 310 | processing task, is_child = 0
2.54.145.903 I slot      release: id  3 | task 310 | stop processing: n_tokens = 18, truncated = 0
2.54.170.308 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.167 (> 0.100 thold), f_keep = 0.056
2.54.170.316 I slot launch_slot_: id  3 | task 312 | processing task, is_child = 0
2.54.171.348 I slot      release: id  3 | task 312 | stop processing: n_tokens = 6, truncated = 0
2.54.175.006 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.250 (> 0.100 thold), f_keep = 0.333
2.54.175.012 I slot launch_slot_: id  3 | task 314 | processing task, is_child = 0
2.54.176.208 I slot      release: id  3 | task 314 | stop processing: n_tokens = 8, truncated = 0
2.54.202.372 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 173779644
2.54.202.393 I slot launch_slot_: id  2 | task 316 | processing task, is_child = 0
2.54.203.978 I slot      release: id  2 | task 316 | stop processing: n_tokens = 11, truncated = 0
2.54.218.381 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 173806770
2.54.218.387 I slot launch_slot_: id  1 | task 318 | processing task, is_child = 0
2.54.219.761 I slot      release: id  1 | task 318 | stop processing: n_tokens = 11, truncated = 0
2.54.234.380 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.091
2.54.234.385 I slot launch_slot_: id  1 | task 320 | processing task, is_child = 0
2.54.235.599 I slot      release: id  1 | task 320 | stop processing: n_tokens = 9, truncated = 0
2.54.250.368 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 173838896
2.54.250.375 I slot launch_slot_: id  0 | task 322 | processing task, is_child = 0
2.54.251.945 I slot      release: id  0 | task 322 | stop processing: n_tokens = 12, truncated = 0
2.54.265.886 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.083
2.54.265.892 I slot launch_slot_: id  0 | task 324 | processing task, is_child = 0
2.54.267.140 I slot      release: id  0 | task 324 | stop processing: n_tokens = 9, truncated = 0
2.54.281.850 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.111
2.54.281.860 I slot launch_slot_: id  0 | task 326 | processing task, is_child = 0
2.54.283.192 I slot      release: id  0 | task 326 | stop processing: n_tokens = 9, truncated = 0
2.54.297.892 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.167 (> 0.100 thold), f_keep = 0.111
2.54.297.899 I slot launch_slot_: id  0 | task 328 | processing task, is_child = 0
2.54.298.985 I slot      release: id  0 | task 328 | stop processing: n_tokens = 6, truncated = 0
2.54.313.870 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.200 (> 0.100 thold), f_keep = 0.167
2.54.313.880 I slot launch_slot_: id  0 | task 330 | processing task, is_child = 0
2.54.314.794 I slot      release: id  0 | task 330 | stop processing: n_tokens = 5, truncated = 0
3.58.335.120 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 173874184
3.58.335.131 I slot launch_slot_: id  3 | task 332 | processing task, is_child = 0
3.58.336.790 I slot      release: id  3 | task 332 | stop processing: n_tokens = 12, truncated = 0
3.58.362.294 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.182 (> 0.100 thold), f_keep = 0.167
3.58.362.307 I slot launch_slot_: id  3 | task 334 | processing task, is_child = 0
3.58.363.970 I slot      release: id  3 | task 334 | stop processing: n_tokens = 11, truncated = 0
3.58.378.247 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 173901955
3.58.378.255 I slot launch_slot_: id  2 | task 336 | processing task, is_child = 0
3.58.380.036 I slot      release: id  2 | task 336 | stop processing: n_tokens = 15, truncated = 0
3.58.394.218 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 173933574
3.58.394.227 I slot launch_slot_: id  1 | task 338 | processing task, is_child = 0
3.58.396.244 I slot      release: id  1 | task 338 | stop processing: n_tokens = 19, truncated = 0
3.58.397.445 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 174012769
3.58.397.452 I slot launch_slot_: id  0 | task 340 | processing task, is_child = 0
3.58.399.935 I slot      release: id  0 | task 340 | stop processing: n_tokens = 26, truncated = 0
3.58.425.256 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 238061945
3.58.425.263 I slot launch_slot_: id  3 | task 342 | processing task, is_child = 0
3.58.427.227 I slot      release: id  3 | task 342 | stop processing: n_tokens = 17, truncated = 0
3.58.428.360 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 238078011
3.58.428.367 I slot launch_slot_: id  2 | task 344 | processing task, is_child = 0
3.58.429.760 I slot      release: id  2 | task 344 | stop processing: n_tokens = 12, truncated = 0
3.58.441.276 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.200 (> 0.100 thold), f_keep = 0.167
3.58.441.282 I slot launch_slot_: id  2 | task 346 | processing task, is_child = 0
3.58.442.301 I slot      release: id  2 | task 346 | stop processing: n_tokens = 10, truncated = 0
3.58.456.262 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.182 (> 0.100 thold), f_keep = 0.200
3.58.456.271 I slot launch_slot_: id  2 | task 348 | processing task, is_child = 0
3.58.457.624 I slot      release: id  2 | task 348 | stop processing: n_tokens = 11, truncated = 0
3.58.458.992 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.222 (> 0.100 thold), f_keep = 0.182
3.58.459.000 I slot launch_slot_: id  2 | task 350 | processing task, is_child = 0
3.58.460.096 I slot      release: id  2 | task 350 | stop processing: n_tokens = 9, truncated = 0
3.58.461.338 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.167 (> 0.100 thold), f_keep = 0.222
3.58.461.346 I slot launch_slot_: id  2 | task 352 | processing task, is_child = 0
3.58.462.763 I slot      release: id  2 | task 352 | stop processing: n_tokens = 12, truncated = 0
3.58.463.921 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 238094220
3.58.463.928 I slot launch_slot_: id  1 | task 354 | processing task, is_child = 0
3.58.465.853 I slot      release: id  1 | task 354 | stop processing: n_tokens = 18, truncated = 0
3.58.466.985 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238097911
3.58.466.993 I slot launch_slot_: id  0 | task 356 | processing task, is_child = 0
3.58.468.442 I slot      release: id  0 | task 356 | stop processing: n_tokens = 14, truncated = 0
3.58.469.569 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 238125202
3.58.469.576 I slot launch_slot_: id  3 | task 358 | processing task, is_child = 0
3.58.471.851 I slot      release: id  3 | task 358 | stop processing: n_tokens = 22, truncated = 0
3.58.473.293 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 238160738
3.58.473.302 I slot launch_slot_: id  2 | task 360 | processing task, is_child = 0
3.58.475.719 I slot      release: id  2 | task 360 | stop processing: n_tokens = 24, truncated = 0
3.58.477.003 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 238163829
3.58.477.011 I slot launch_slot_: id  1 | task 362 | processing task, is_child = 0
3.58.478.982 I slot      release: id  1 | task 362 | stop processing: n_tokens = 18, truncated = 0
3.58.480.171 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.111 (> 0.100 thold), f_keep = 0.056
3.58.480.178 I slot launch_slot_: id  1 | task 364 | processing task, is_child = 0
3.58.481.386 I slot      release: id  1 | task 364 | stop processing: n_tokens = 9, truncated = 0
3.58.482.609 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238166418
3.58.482.618 I slot launch_slot_: id  0 | task 366 | processing task, is_child = 0
3.58.485.326 I slot      release: id  0 | task 366 | stop processing: n_tokens = 33, truncated = 0
3.58.503.289 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 238169826
3.58.503.297 I slot launch_slot_: id  3 | task 368 | processing task, is_child = 0
3.58.505.702 I slot      release: id  3 | task 368 | stop processing: n_tokens = 24, truncated = 0
3.58.507.011 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 238173695
3.58.507.017 I slot launch_slot_: id  2 | task 370 | processing task, is_child = 0
3.58.509.786 I slot      release: id  2 | task 370 | stop processing: n_tokens = 33, truncated = 0
3.58.534.149 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 238179363
3.58.534.158 I slot launch_slot_: id  1 | task 372 | processing task, is_child = 0
3.58.537.035 I slot      release: id  1 | task 372 | stop processing: n_tokens = 36, truncated = 0
3.58.550.135 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238183302
3.58.550.142 I slot launch_slot_: id  0 | task 374 | processing task, is_child = 0
3.58.553.538 I slot      release: id  0 | task 374 | stop processing: n_tokens = 42, truncated = 0
3.58.566.129 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 238203678
3.58.566.137 I slot launch_slot_: id  3 | task 376 | processing task, is_child = 0
3.58.568.943 I slot      release: id  3 | task 376 | stop processing: n_tokens = 34, truncated = 0
3.58.582.132 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 238207762
3.58.582.141 I slot launch_slot_: id  2 | task 378 | processing task, is_child = 0
3.58.584.612 I slot      release: id  2 | task 378 | stop processing: n_tokens = 23, truncated = 0
3.58.598.196 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 238235010
3.58.598.205 I slot launch_slot_: id  1 | task 380 | processing task, is_child = 0
3.58.600.485 I slot      release: id  1 | task 380 | stop processing: n_tokens = 21, truncated = 0
3.58.601.934 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 238251514
3.58.601.945 I slot launch_slot_: id  0 | task 382 | processing task, is_child = 0
3.58.604.253 I slot      release: id  0 | task 382 | stop processing: n_tokens = 22, truncated = 0
3.58.605.360 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 238266918
3.58.605.369 I slot launch_slot_: id  3 | task 384 | processing task, is_child = 0
3.58.607.389 I slot      release: id  3 | task 384 | stop processing: n_tokens = 20, truncated = 0
3.58.608.389 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 238282588
3.58.608.395 I slot launch_slot_: id  2 | task 386 | processing task, is_child = 0
3.58.610.604 I slot      release: id  2 | task 386 | stop processing: n_tokens = 23, truncated = 0
3.58.629.154 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 238298459
3.58.629.161 I slot launch_slot_: id  1 | task 388 | processing task, is_child = 0
3.58.632.329 I slot      release: id  1 | task 388 | stop processing: n_tokens = 37, truncated = 0
